ECO,Opening,black,draw,white,Total,White_Win_%,Black_Win_%,Draw_%,WinRate_Variance,WinRate_StdDev
B07,Pirc Defense,345,200,509,1054,48.29222011385199,32.732447817836814,18.975332068311197,60.526628475960344,7.779886148007588
B07,Pirc Defense: 150 Attack,52,35,65,152,42.76315789473684,34.21052631578947,23.026315789473685,18.286876731301945,4.276315789473685
B07,"Pirc Defense: 150 Attack, Sveshnikov-Jansa Attack",23,13,39,75,52.0,30.666666666666664,17.333333333333336,113.7777777777778,10.666666666666668
B07,Pirc Defense: Bayonet Attack,19,13,38,70,54.285714285714285,27.142857142857142,18.571428571428573,184.18367346938777,13.571428571428571
B07,Pirc Defense: Byrne Variation,94,60,170,324,52.46913580246913,29.01234567901235,18.51851851851852,137.55525072397492,11.728395061728392
B07,Pirc Defense: Chinese Variation,7,1,7,15,46.666666666666664,46.666666666666664,6.666666666666667,0.0,0.0
B07,Pirc Defense: Kholmov System,45,19,69,133,51.8796992481203,33.83458646616541,14.285714285714285,81.40652382836794,9.022556390977446
B07,Pirc Defense: Sveshnikov System,25,25,36,86,41.86046511627907,29.069767441860467,29.069767441860467,40.900486749594386,6.395348837209303
B08,Pirc Defense: Classical Variation,315,139,341,795,42.89308176100629,39.62264150943396,17.48427672955975,2.6739448597761237,1.6352201257861658
B08,"Pirc Defense: Classical Variation, Quiet System",106,94,119,319,37.30407523510972,33.22884012539185,29.46708463949843,4.151885299869312,2.0376175548589366
B08,"Pirc Defense: Classical Variation, Quiet System, Chigorin Line",40,37,39,116,33.62068965517241,34.48275862068966,31.896551724137932,0.18579072532699348,0.4310344827586228
B08,"Pirc Defense: Classical Variation, Quiet System, Czech Defense",46,61,75,182,41.208791208791204,25.274725274725274,33.51648351648351,63.47361429779009,7.967032967032965
B08,"Pirc Defense: Classical Variation, Quiet System, Parma Defense",24,24,36,84,42.857142857142854,28.57142857142857,28.57142857142857,51.0204081632653,7.142857142857142
B08,"Pirc Defense: Classical Variation, Schlechter Variation",112,66,132,310,42.58064516129032,36.12903225806451,21.29032258064516,10.405827263267435,3.225806451612904
B09,Pirc Defense: Austrian Attack,59,47,125,231,54.112554112554115,25.541125541125542,20.346320346320347,204.08163265306126,14.285714285714286
B09,"Pirc Defense: Austrian Attack, Dragon Formation",47,64,72,183,39.34426229508197,25.683060109289617,34.97267759562842,46.65711129027443,6.830601092896176
B09,"Pirc Defense: Austrian Attack, Kurajica Variation",20,8,21,49,42.857142857142854,40.816326530612244,16.3265306122449,1.0412328196584735,1.020408163265305
B09,"Pirc Defense: Austrian Attack, Ljubojevic Variation",1,1,3,5,60.0,20.0,20.0,400.0,20.0
B09,"Pirc Defense: Austrian Attack, Unzicker Attack",21,22,32,75,42.66666666666667,28.000000000000004,29.333333333333332,53.777777777777786,7.333333333333334
B09,"Pirc Defense: Austrian Attack, Unzicker Attack, Bronstein Variation",5,3,4,12,33.33333333333333,41.66666666666667,25.0,17.36111111111115,4.166666666666671
B09,"Pirc Defense: Austrian Attack, Weiss Variation",101,84,134,319,42.00626959247649,31.661442006269592,26.332288401253916,26.75386444708682,5.17241379310345
B10,Caro-Kann Defense,596,212,393,1201,32.72273105745212,49.62531223980017,17.65195670274771,71.42431265646655,8.451290591174022
B10,Caro-Kann Defense: Accelerated Panov Attack,71,61,132,264,50.0,26.89393939393939,23.106060606060606,133.4725091827365,11.553030303030305
B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",207,220,283,710,39.859154929577464,29.154929577464788,30.985915492957744,28.645110097202938,5.352112676056338
B10,"Caro-Kann Defense: Accelerated Panov Attack, Open Variation",28,19,36,83,43.373493975903614,33.734939759036145,22.89156626506024,23.225431847873416,4.8192771084337345
B10,Caro-Kann Defense: Apocalypse Attack,142,113,171,426,40.140845070422536,33.33333333333333,26.525821596244132,11.58555401265183,3.4037558685446037
B10,Caro-Kann Defense: Breyer Variation,225,128,239,592,40.37162162162162,38.00675675675676,21.62162162162162,1.3981464572680768,1.1824324324324316
B10,"Caro-Kann Defense: Breyer Variation, Stein Attack",1,3,2,6,33.33333333333333,16.666666666666664,50.0,69.44444444444443,8.333333333333332
B10,Caro-Kann Defense: Endgame Offer,313,246,364,923,39.436619718309856,33.91115926327194,26.652221018418203,7.632678310046952,2.762730227518958
B10,Caro-Kann Defense: Endgame Variation,111,218,269,598,44.98327759197324,18.561872909698995,36.45484949832776,174.52265634612587,13.210702341137123
B10,Caro-Kann Defense: Euwe Attack,15,8,9,32,28.125,46.875,25.0,87.890625,9.375
B10,Caro-Kann Defense: Goldman Variation,52,41,73,166,43.97590361445783,31.32530120481928,24.69879518072289,40.00943533168816,6.325301204819274
B10,Caro-Kann Defense: Hector Gambit,0,1,0,1,0.0,0.0,100.0,0.0,0.0
B10,Caro-Kann Defense: Hillbilly Attack,80,8,23,111,20.72072072072072,72.07207207207207,7.207207207207207,659.2403214024837,25.675675675675677
B10,"Caro-Kann Defense: Hillbilly Attack, Schaeffer Gambit",7,2,5,14,35.714285714285715,50.0,14.285714285714285,51.0204081632653,7.142857142857142
B10,Caro-Kann Defense: Labahn Attack,2,0,0,2,0.0,100.0,0.0,2500.0,50.0
B10,Caro-Kann Defense: Toikkanen Gambit,4,0,1,5,20.0,80.0,0.0,900.0,30.0
B10,Caro-Kann Defense: Two Knights Attack,857,772,1150,2779,41.38179201151493,30.838431090320256,27.77977689816481,27.790614878643762,5.271680460597338
B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",141,88,104,333,31.23123123123123,42.34234234234234,26.426426426426424,30.864197530864196,5.555555555555555
B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",533,553,550,1636,33.618581907090466,32.57946210268949,33.80195599022005,0.2699424919745804,0.5195599022004878
B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Retreat Line",58,36,58,152,38.15789473684211,38.15789473684211,23.684210526315788,0.0,0.0
B12,Caro-Kann Defense,173,75,138,386,35.751295336787564,44.81865284974093,19.4300518134715,20.554243066927956,4.533678756476682
B12,Caro-Kann Defense: Advance Variation,519,411,706,1636,43.15403422982885,31.723716381418093,25.122249388753055,32.663041528924396,5.7151589242053795
B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack",89,57,123,269,45.72490706319702,33.08550185873606,21.189591078066915,39.93864098063872,6.319702602230482
B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",1103,866,1566,3535,44.2998585572843,31.202263083451204,24.497878359264497,42.886751799043324,6.5487977369165495
B12,"Caro-Kann Defense: Advance Variation, Bronstein Variation",35,13,32,80,40.0,43.75,16.25,3.515625,1.875
B12,"Caro-Kann Defense: Advance Variation, Prins Attack",0,1,0,1,0.0,0.0,100.0,0.0,0.0
B12,"Caro-Kann Defense: Advance Variation, Short Variation",759,675,958,2392,40.05016722408027,31.73076923076923,28.2190635451505,17.303095742776936,4.15969899665552
B12,"Caro-Kann Defense: Advance Variation, Tal Variation",967,796,1157,2920,39.62328767123287,33.11643835616439,27.26027397260274,10.584772002251805,3.253424657534243
B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",112,55,118,285,41.40350877192983,39.29824561403509,19.298245614035086,1.108033240997233,1.05263157894737
B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense",3,1,4,8,50.0,37.5,12.5,39.0625,6.25
B12,"Caro-Kann Defense: Advance, Short Variation",2,3,1,6,16.666666666666664,33.33333333333333,50.0,69.44444444444443,8.333333333333332
B12,Caro-Kann Defense: De Bruycker Defense,5,12,12,29,41.37931034482759,17.24137931034483,41.37931034482759,145.65992865636144,12.068965517241377
B12,Caro-Kann Defense: Edinburgh Variation,0,0,2,2,100.0,0.0,0.0,2500.0,50.0
B12,Caro-Kann Defense: Maróczy Variation,475,285,562,1322,42.511346444780635,35.930408472012104,21.55824508320726,10.827186150356695,3.2904689863842655
B12,"Caro-Kann Defense: Maróczy Variation, Maróczy Gambit",18,7,48,73,65.75342465753424,24.65753424657534,9.58904109589041,422.21805216738585,20.547945205479447
B12,"Caro-Kann Defense: Mieses Attack, Landau Gambit",0,0,1,1,100.0,0.0,0.0,2500.0,50.0
B12,Caro-Kann Defense: Mieses Gambit,1,0,0,1,0.0,100.0,0.0,2500.0,50.0
B12,Caro-Kann Defense: Modern Variation,23,22,47,92,51.08695652173913,25.0,23.91304347826087,170.13232514177696,13.043478260869566
B12,Caro-Kann Defense: Ulysses Gambit,2,0,0,2,0.0,100.0,0.0,2500.0,50.0
B13,Caro-Kann Defense: Exchange Variation,2019,1307,1691,5017,33.70540163444289,40.24317321108232,26.051425154474785,10.685614297078601,3.2688857883197144
B13,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",429,432,577,1438,40.12517385257302,29.833101529902645,30.04172461752434,26.481688173769392,5.1460361613351875
B13,Caro-Kann Defense: Panov Attack,89,50,135,274,49.27007299270073,32.481751824817515,18.248175182481752,70.46193190899893,8.39416058394161
B13,"Caro-Kann Defense: Panov Attack, Gunderam Attack",2,1,3,6,50.0,33.33333333333333,16.666666666666664,69.44444444444449,8.333333333333336
B13,"Caro-Kann Defense: Panov Attack, Modern Defense",242,195,193,630,30.634920634920636,38.41269841269842,30.952380952380953,15.123456790123473,3.888888888888891
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Carlsbad Line",10,12,28,50,56.00000000000001,20.0,24.0,324.0000000000001,18.000000000000004
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Czerniak Line",0,5,4,9,44.44444444444444,0.0,55.55555555555556,493.82716049382714,22.22222222222222
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line",106,122,110,338,32.544378698224854,31.360946745562128,36.09467455621302,0.3501277966457782,0.5917159763313631
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Reifir-Spielmann Line",0,1,0,1,0.0,0.0,100.0,0.0,0.0
B13,"Caro-Kann Defense: Panov-Botvinnik, Herzog Defense",3,4,1,8,12.5,37.5,50.0,156.25,12.5
B14,Caro-Kann Defense: Panov Attack,122,95,189,406,46.55172413793103,30.049261083743843,23.39901477832512,68.08282171370328,8.251231527093594
B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense",118,97,83,298,27.85234899328859,39.59731543624161,32.5503355704698,34.48605918652312,5.872483221476509
B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit",24,25,31,80,38.75,30.0,31.25,19.140625,4.375
B14,"Caro-Kann Defense: Panov Attack, Main Line",97,70,81,248,32.66129032258064,39.11290322580645,28.225806451612907,10.405827263267435,3.225806451612904
B15,Caro-Kann Defense,62,28,66,156,42.30769230769231,39.743589743589745,17.94871794871795,1.6436554898093334,1.282051282051281
B15,Caro-Kann Defense: Alekhine Gambit,21,3,8,32,25.0,65.625,9.375,412.59765625,20.3125
B15,Caro-Kann Defense: Alien Gambit,6,0,3,9,33.33333333333333,66.66666666666666,0.0,277.7777777777777,16.666666666666664
B15,Caro-Kann Defense: Campomanes Attack,11,4,25,40,62.5,27.500000000000004,10.0,306.24999999999994,17.5
B15,Caro-Kann Defense: Forgacs Variation,76,102,77,255,30.19607843137255,29.80392156862745,40.0,0.03844675124951914,0.19607843137254832
B15,Caro-Kann Defense: Gurgenidze Counterattack,9,2,8,19,42.10526315789473,47.368421052631575,10.526315789473683,6.925207756232688,2.6315789473684212
B15,Caro-Kann Defense: Gurgenidze System,62,42,65,169,38.46153846153847,36.68639053254438,24.85207100591716,0.7877875424529994,0.8875739644970437
B15,Caro-Kann Defense: Main Line,164,97,127,388,32.7319587628866,42.2680412371134,25.0,22.734217238813894,4.768041237113401
B15,Caro-Kann Defense: Rasa-Studier Gambit,13,3,5,21,23.809523809523807,61.904761904761905,14.285714285714285,362.81179138322,19.047619047619047
B15,Caro-Kann Defense: Tartakower Variation,1142,878,1219,3239,37.635072553257174,35.257795615930846,27.10713183081198,1.4128614091859124,1.1886384686631644
B15,Caro-Kann Defense: von Hennig Gambit,16,4,13,33,39.39393939393939,48.484848484848484,12.121212121212121,20.6611570247934,4.545454545454547
B16,Caro-Kann Defense: Bronstein-Larsen Variation,40,42,66,148,44.5945945945946,27.027027027027028,28.37837837837838,77.15485756026297,8.783783783783784
B16,Caro-Kann Defense: Finnish Variation,3,3,2,8,25.0,37.5,37.5,39.0625,6.25
B17,Caro-Kann Defense: Karpov Variation,153,105,120,378,31.746031746031743,40.476190476190474,27.77777777777778,19.053917863441676,4.365079365079366
B17,"Caro-Kann Defense: Karpov Variation, Modern Main Line",20,18,22,60,36.666666666666664,33.33333333333333,30.0,2.7777777777777817,1.6666666666666679
B17,"Caro-Kann Defense: Karpov Variation, Modern Variation",24,20,38,82,46.34146341463415,29.268292682926827,24.390243902439025,72.87328970850687,8.53658536585366
B17,"Caro-Kann Defense: Karpov Variation, Modern Variation, Ivanchuk Defense",0,0,2,2,100.0,0.0,0.0,2500.0,50.0
B17,"Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack",41,28,45,114,39.473684210526315,35.96491228070175,24.561403508771928,3.0778701138811946,1.7543859649122808
B17,"Caro-Kann Defense: Karpov Variation, Smyslov Variation",9,4,4,17,23.52941176470588,52.94117647058824,23.52941176470588,216.2629757785468,14.70588235294118
B17,"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line",2,2,8,12,66.66666666666666,16.666666666666664,16.666666666666664,624.9999999999998,24.999999999999996
B17,"Caro-Kann Defense: Karpov Variation, Tiviakov-Fischer Attack",6,2,5,13,38.46153846153847,46.15384615384615,15.384615384615385,14.792899408284,3.846153846153843
B18,Caro-Kann Defense: Classical Variation,299,197,260,756,34.39153439153439,39.55026455026455,26.058201058201057,6.65312421264802,2.579365079365079
B18,"Caro-Kann Defense: Classical Variation, Flohr Variation",64,65,81,210,38.57142857142858,30.476190476190478,30.952380952380953,16.38321995464854,4.047619047619049
B18,"Caro-Kann Defense: Classical Variation, Main Line",178,146,191,515,37.0873786407767,34.56310679611651,28.349514563106798,1.5929870864360411,1.2621359223300956
B18,"Caro-Kann Defense: Classical Variation, Maróczy Attack",11,6,8,25,32.0,44.0,24.0,36.0,6.0
B19,Caro-Kann Defense: Classical Variation,46,55,75,176,42.61363636363637,26.136363636363637,31.25,67.87512913223142,8.238636363636365
B19,"Caro-Kann Defense: Classical Variation, Lobron System",118,136,132,386,34.196891191709845,30.569948186528496,35.233160621761655,3.2886788907084794,1.8134715025906747
B19,"Caro-Kann Defense: Classical Variation, Seirawan Variation",14,26,31,71,43.66197183098591,19.718309859154928,36.61971830985916,143.32473715532632,11.971830985915492
B19,"Caro-Kann Defense: Classical Variation, Spassky Variation",108,111,146,365,40.0,29.589041095890412,30.41095890410959,27.097016325764677,5.205479452054794
B20,Sicilian Defense,446,270,387,1103,35.08612873980054,40.43517679057117,24.478694469628287,7.1530787623632595,2.6745240253853133
B20,Sicilian Defense: Amazon Attack,0,0,2,2,100.0,0.0,0.0,2500.0,50.0
B20,Sicilian Defense: Big Clamp Formation,0,1,2,3,66.66666666666666,0.0,33.33333333333333,1111.1111111111109,33.33333333333333
B20,Sicilian Defense: Bowdler Attack,429,63,113,605,18.677685950413224,70.9090909090909,10.413223140495868,682.0299159893449,26.11570247933884
B20,Sicilian Defense: Brick Variation,4,0,0,4,0.0,100.0,0.0,2500.0,50.0
B20,Sicilian Defense: Keres Variation,84,67,135,286,47.2027972027972,29.37062937062937,23.426573426573427,79.49655239865028,8.916083916083915
B20,Sicilian Defense: King David's Opening,1,0,0,1,0.0,100.0,0.0,2500.0,50.0
B20,Sicilian Defense: Kronberger Variation,14,13,16,43,37.2093023255814,32.55813953488372,30.23255813953488,5.408328826392648,2.325581395348838
B20,Sicilian Defense: Lasker-Dunne Attack,89,76,103,268,38.43283582089552,33.2089552238806,28.35820895522388,6.822232122967236,2.6119402985074593
B20,Sicilian Defense: Mengarini Variation,172,70,122,364,33.51648351648351,47.25274725274725,19.230769230769234,47.17123535804855,6.868131868131869
B20,"Sicilian Defense: Myers Attack, with a4",7,4,10,21,47.61904761904761,33.33333333333333,19.047619047619047,51.0204081632653,7.142857142857142
B20,"Sicilian Defense: Myers Attack, with h4",1,0,1,2,50.0,50.0,0.0,0.0,0.0
B20,Sicilian Defense: Snyder Variation,266,140,233,639,36.46322378716745,41.62754303599374,21.90923317683881,6.66754832594943,2.582159624413144
B20,"Sicilian Defense: Snyder Variation, Queen Fianchetto Variation",6,8,8,22,36.36363636363637,27.27272727272727,36.36363636363637,20.661157024793418,4.5454545454545485
B20,Sicilian Defense: Staunton-Cochrane Variation,229,92,116,437,26.54462242562929,52.40274599542334,21.052631578947366,167.16063863768466,12.929061784897025
B20,Sicilian Defense: Wing Gambit,49,21,49,119,41.17647058823529,41.17647058823529,17.647058823529413,0.0,0.0
B20,"Sicilian Defense: Wing Gambit, Abrahams Variation",1,3,2,6,33.33333333333333,16.666666666666664,50.0,69.44444444444443,8.333333333333332
B20,"Sicilian Defense: Wing Gambit, Carlsbad Variation",13,1,15,29,51.724137931034484,44.827586206896555,3.4482758620689653,11.89060642092746,3.4482758620689644
B20,"Sicilian Defense: Wing Gambit, Marienbad Variation",0,1,0,1,0.0,0.0,100.0,0.0,0.0
B20,"Sicilian Defense: Wing Gambit, Marshall Variation",53,25,49,127,38.582677165354326,41.732283464566926,19.68503937007874,2.4800049600099223,1.5748031496063
B20,"Sicilian Defense: Wing Gambit, Nanu Gambit",2,0,3,5,60.0,40.0,0.0,100.0,10.0
B20,"Sicilian Defense: Wing Gambit, Romanian Defense",0,0,1,1,100.0,0.0,0.0,2500.0,50.0
B21,"Bird Opening: Dutch Variation, Batavo Gambit",1,0,0,1,0.0,100.0,0.0,2500.0,50.0
B21,Sicilian Defense: Halasz Gambit,0,0,2,2,100.0,0.0,0.0,2500.0,50.0
B21,Sicilian Defense: McDonnell Attack,160,70,102,332,30.72289156626506,48.19277108433735,21.084337349397593,76.29917259399045,8.734939759036147
B21,"Sicilian Defense: McDonnell Attack, Tal Gambit",15,14,12,41,29.268292682926827,36.58536585365854,34.146341463414636,13.38488994646045,3.658536585365855
B21,Sicilian Defense: Morphy Gambit,10,4,24,38,63.1578947368421,26.31578947368421,10.526315789473683,339.3351800554017,18.42105263157895
B21,"Sicilian Defense: Morphy Gambit, Andreaschek Gambit",10,4,8,22,36.36363636363637,45.45454545454545,18.181818181818183,20.66115702479337,4.545454545454543
B21,Sicilian Defense: Smith-Morra Gambit,239,97,186,522,35.63218390804598,45.785440613026815,18.582375478927204,25.772155429309564,5.076628352490417
B21,Sicilian Defense: Smith-Morra Gambit Accepted,156,55,166,377,44.03183023872679,41.37931034482759,14.588859416445624,1.7589654468827605,1.3262599469496017
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Chicago Defense",1,0,3,4,75.0,25.0,0.0,625.0,25.0
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation",54,25,25,104,24.03846153846154,51.92307692307693,24.03846153846154,194.38794378698228,13.942307692307693
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",18,5,27,50,54.0,36.0,10.0,81.0,9.0
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Finegold Defense",1,0,1,2,50.0,50.0,0.0,0.0,0.0
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation",21,16,14,51,27.450980392156865,41.17647058823529,31.372549019607842,47.09727028066124,6.862745098039213
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Larsen Defense",0,0,1,1,100.0,0.0,0.0,2500.0,50.0
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense",6,1,4,11,36.36363636363637,54.54545454545454,9.090909090909092,82.64462809917347,9.090909090909086
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense Deferred",2,1,1,4,25.0,50.0,25.0,156.25,12.5
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",84,32,43,159,27.044025157232703,52.83018867924528,20.125786163522015,166.23155729599304,12.89308176100629
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense",62,35,42,139,30.215827338129497,44.60431654676259,25.179856115107913,51.75715542673774,7.194244604316546
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",59,20,52,131,39.69465648854962,45.038167938931295,15.267175572519085,7.138278655090021,2.671755725190838
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Siberian Variation",2,0,8,10,80.0,20.0,0.0,900.0,30.0
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Siberian Variation, Siberian Trap",5,0,1,6,16.666666666666664,83.33333333333334,0.0,1111.1111111111115,33.33333333333334
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Taimanov Formation",2,2,2,6,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation",10,0,4,14,28.57142857142857,71.42857142857143,0.0,459.1836734693878,21.42857142857143
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",10,6,9,25,36.0,40.0,24.0,4.0,2.0
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",14,10,9,33,27.27272727272727,42.42424242424242,30.303030303030305,57.39210284664831,7.575757575757576
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",106,39,59,204,28.921568627450984,51.9607843137255,19.11764705882353,132.7013648596694,11.519607843137257
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",35,20,22,77,28.57142857142857,45.45454545454545,25.97402597402597,71.2599089222466,8.441558441558442
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation",2,1,1,4,25.0,50.0,25.0,156.25,12.5
B22,Sicilian Defense: Alapin Variation,1377,854,1259,3490,36.07449856733525,39.45558739255014,24.469914040114613,2.857940410998261,1.6905444126074478
B22,"Sicilian Defense: Alapin Variation, Barmen Defense",651,504,572,1727,33.12101910828025,37.69542559351476,29.18355529820498,5.23129867303889,2.287203242617256
B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",30,18,56,104,53.84615384615385,28.846153846153843,17.307692307692307,156.25000000000006,12.500000000000002
B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Endgame Variation",1,2,5,8,62.5,12.5,25.0,625.0,25.0
B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Milner-Barry Attack",2,2,2,6,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",109,94,104,307,33.876221498371336,35.50488599348534,30.618892508143325,0.6631370094112367,0.814332247557001
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",1006,565,637,2208,28.849637681159418,45.561594202898554,25.588768115942027,69.82237269612482,8.355978260869568
B22,"Sicilian Defense: Alapin Variation, Stoltz Attack",157,155,212,524,40.458015267175576,29.961832061068705,29.580152671755727,27.54246547403998,5.248091603053435
B22,"Sicilian Defense: Alapin Variation, Stoltz Attack, Ivanchuk Line",0,6,4,10,40.0,0.0,60.0,400.0,20.0
B22,Sicilian Defense: Delayed Alapin Variation,428,390,324,1142,28.371278458844134,37.478108581436075,34.15061295971979,20.733588720436984,4.55341506129597
B22,Sicilian Defense: Heidenfeld Variation,4,4,8,16,50.0,25.0,25.0,156.25,12.5
B23,Sicilian Defense: Closed,2371,1215,2219,5805,38.22566752799311,40.84409991386735,20.930232558139537,1.7140470398487704,1.3092161929371215
B23,"Sicilian Defense: Closed, Chameleon Variation",88,70,100,258,38.759689922480625,34.10852713178294,27.131782945736433,5.408328826392664,2.3255813953488413
B23,"Sicilian Defense: Closed, Grob Attack",0,1,2,3,66.66666666666666,0.0,33.33333333333333,1111.1111111111109,33.33333333333333
B23,"Sicilian Defense: Closed, Korchnoi Defense",89,40,59,188,31.382978723404253,47.340425531914896,21.27659574468085,63.66002716161162,7.978723404255321
B23,"Sicilian Defense: Closed, Traditional",1118,675,1157,2950,39.220338983050844,37.898305084745765,22.88135593220339,0.4369434070669313,0.6610169491525397
B23,Sicilian Defense: Grand Prix Attack,682,272,499,1453,34.34273916035788,46.93737095664143,18.719889883000686,39.65618752098916,6.297315898141775
B23,"Sicilian Defense: Grand Prix Attack, Schofman Variation",23,10,22,55,40.0,41.81818181818181,18.181818181818183,0.8264462809917308,0.9090909090909065
B24,Sicilian Defense: Closed,310,157,218,685,31.824817518248178,45.25547445255474,22.919708029197082,45.09563642175925,6.715328467153283
B24,"Sicilian Defense: Closed, Fianchetto Variation",77,43,110,230,47.82608695652174,33.47826086956522,18.695652173913043,51.46502835538753,7.173913043478262
B24,"Sicilian Defense: Closed, Smyslov Variation",4,4,1,9,11.11111111111111,44.44444444444444,44.44444444444444,277.77777777777777,16.666666666666668
B25,Sicilian Defense: Closed,182,120,120,422,28.436018957345972,43.127962085308056,28.436018957345972,53.963298218818075,7.345971563981042
B25,"Sicilian Defense: Closed, Botvinnik Defense, Edge Variation",3,2,2,7,28.57142857142857,42.857142857142854,28.57142857142857,51.0204081632653,7.142857142857142
B25,"Sicilian Defense: Closed, Botvinnik Defense, with Nge2",30,15,9,54,16.666666666666664,55.55555555555556,27.77777777777778,378.0864197530865,19.444444444444446
B25,"Sicilian Defense: Closed, Botvinnik Defense, with f4",9,5,13,27,48.148148148148145,33.33333333333333,18.51851851851852,54.86968449931415,7.407407407407408
B26,Sicilian Defense: Closed,227,131,185,543,34.06998158379374,41.804788213627994,24.12523020257827,14.95680840023198,3.8674033149171265
B27,Modern Defense: Pterodactyl Variation,2,0,2,4,50.0,50.0,0.0,0.0,0.0
B27,"Pterodactyl Defense: Sicilian, Anhanguera",2,3,1,6,16.666666666666664,33.33333333333333,50.0,69.44444444444443,8.333333333333332
B27,"Pterodactyl Defense: Sicilian, Benoni Gambit",1,0,2,3,66.66666666666666,33.33333333333333,0.0,277.7777777777777,16.666666666666664
B27,"Pterodactyl Defense: Sicilian, Pteranodon",0,1,0,1,0.0,0.0,100.0,0.0,0.0
B27,"Pterodactyl Defense: Sicilian, Rhamphorhynchus",2,2,1,5,20.0,40.0,40.0,100.0,10.0
B27,"Pterodactyl Defense: Western, Pterodactyl",3,2,1,6,16.666666666666664,50.0,33.33333333333333,277.7777777777778,16.666666666666668
B27,"Pterodactyl Defense: Western, Rhamphorhynchus",19,12,24,55,43.63636363636363,34.54545454545455,21.818181818181817,20.66115702479337,4.545454545454543
B27,Sicilian Defense,6,19,11,36,30.555555555555557,16.666666666666664,52.77777777777778,48.22530864197534,6.944444444444446
B27,Sicilian Defense: Brussels Gambit,1,0,0,1,0.0,100.0,0.0,2500.0,50.0
B27,Sicilian Defense: Bücker Variation,6,3,7,16,43.75,37.5,18.75,9.765625,3.125
B27,Sicilian Defense: Double-Dutch Gambit,1,0,0,1,0.0,100.0,0.0,2500.0,50.0
B27,Sicilian Defense: Hyperaccelerated Dragon,466,343,681,1490,45.70469798657718,31.2751677852349,23.02013422818792,52.05283545786226,7.214765100671141
B27,Sicilian Defense: Hyperaccelerated Fianchetto,318,223,406,947,42.87222808870116,33.57972544878564,23.5480464625132,21.587651328209255,4.646251319957763
B27,Sicilian Defense: Hyperaccelerated Pterodactyl,72,38,69,179,38.547486033519554,40.22346368715084,21.22905027932961,0.7022252738678574,0.8379888268156428
B27,"Sicilian Defense: Hyperaccelerated Pterodactyl, Exchange Variation",3,0,1,4,25.0,75.0,0.0,625.0,25.0
B27,Sicilian Defense: Jalalabad Variation,0,0,2,2,100.0,0.0,0.0,2500.0,50.0
B27,Sicilian Defense: Katalimov Variation,36,18,27,81,33.33333333333333,44.44444444444444,22.22222222222222,30.864197530864214,5.555555555555557
B27,Sicilian Defense: Mongoose Variation,2,2,2,6,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0
